category,topic,description,cloud terms
"Cybersecurity, Secure UX & Digital Resilience",Security Awareness and Social Engineering,"Security awareness and social engineering examine phishing, pretexting, impersonation, urgency, authority cues, and humane ways to help users make safer decisions.","Social Engineering, Phishing, Pretexting, Impersonation, Urgency, Security Awareness"
"Cybersecurity, Secure UX & Digital Resilience",Trust Signals Without Security Theater,Trust signals without security theater distinguish meaningful assurances from decorative badges and design evidence users can actually verify.,"Trust Signals, Verification, Security Theater, Transparency, Assurance"
"Cybersecurity, Secure UX & Digital Resilience","Online Harassment, Reporting & Safety Controls","Online harassment, reporting, and safety controls design blocking, muting, reporting, evidence, moderation queues, appeals, and protection from retaliation.","Online Safety, Harassment, Reporting, Blocking, Muting, Moderation, Appeals"
"Cybersecurity, Secure UX & Digital Resilience",Threat Intelligence and Vulnerability Disclosure,"Threat intelligence and vulnerability disclosure introduce signals, advisories, coordinated disclosure, security contact channels, severity, and remediation communication.","Threat Intelligence, Vulnerability Disclosure, CVE, Advisories, Coordinated Disclosure"
"Cybersecurity, Secure UX & Digital Resilience",Security Incident Tabletop Exercise,"A security incident tabletop exercise lets learners practice decisions during account takeover, data exposure, ransomware, or service abuse scenarios.","Tabletop Exercise, Incident Simulation, Decision Making, Crisis Communication, Playbook"
"Digital Marketing, Growth & Ethical Conversion",Digital Marketing Ecosystem Overview,"The digital marketing ecosystem explains how owned, earned, and paid channels work together across discovery, consideration, conversion, retention, and advocacy.","Digital Marketing, Owned Media, Earned Media, Paid Media, Customer Journey, Growth"
"Digital Marketing, Growth & Ethical Conversion",Audience Segmentation & Customer Personas,"Audience segmentation and customer personas connect user research to needs, contexts, behaviors, value, and relevant marketing experiences.","Audience Segmentation, Customer Personas, Behavioral Segments, Needs, Context, Value Proposition"
"Digital Marketing, Growth & Ethical Conversion","Positioning, Value Proposition & Messaging","Positioning, value propositions, and messaging clarify who a product serves, which problem it solves, why it is different, and what proof supports the claim.","Positioning, Value Proposition, Messaging, Differentiation, Customer Problem, Proof"
"Digital Marketing, Growth & Ethical Conversion",Marketing Funnel and Customer Journey Mapping,"Marketing funnel and customer journey mapping connect awareness, consideration, conversion, onboarding, retention, and advocacy to user needs and measurable actions.","Marketing Funnel, Customer Journey, Awareness, Consideration, Conversion, Retention, Advocacy"
"Digital Marketing, Growth & Ethical Conversion",Search Intent and Keyword Research,"Search intent and keyword research identify the questions, language, comparisons, and jobs users bring to search engines before creating content or campaigns.","Search Intent, Keyword Research, Query Mapping, Informational Intent, Commercial Intent"
"Digital Marketing, Growth & Ethical Conversion",SEO Content Briefs and Topic Clusters,"SEO content briefs and topic clusters organize audience questions, primary topics, supporting pages, internal links, and evidence-led content plans.","SEO Content, Content Brief, Topic Clusters, Internal Linking, Search Demand"
"Digital Marketing, Growth & Ethical Conversion",Technical SEO and Search Essentials,"Technical SEO and Search Essentials cover crawlability, indexing, canonical URLs, redirects, structured data, useful content, and avoiding spam tactics.","Technical SEO, Crawlability, Indexing, Canonical URLs, Structured Data, Search Essentials"
"Digital Marketing, Growth & Ethical Conversion",Content Distribution and Repurposing,"Content distribution and repurposing adapt a useful idea into formats for search, email, social, video, communities, and sales enablement without creating shallow repetition.","Content Distribution, Repurposing, Social Content, Video, Email, Community"
"Digital Marketing, Growth & Ethical Conversion",Landing Page Strategy and Message Match,"Landing page strategy and message match align ad or search intent, page promise, proof, content hierarchy, accessibility, and the next action.","Landing Pages, Message Match, Value Proposition, Social Proof, Call to Action"
"Digital Marketing, Growth & Ethical Conversion",Conversion Rate Optimization Foundations,"Conversion rate optimization foundations use research, evidence, friction analysis, hypotheses, and controlled changes to improve meaningful user outcomes.","CRO, Friction Analysis, Conversion Optimization, Hypotheses, User Outcomes"
"Digital Marketing, Growth & Ethical Conversion",Form Conversion and Lead Generation UX,"Form conversion and lead-generation UX covers field minimization, progressive profiling, trust, validation, consent, completion feedback, and useful follow-up.","Lead Generation, Forms, Progressive Profiling, Consent, Validation, Completion"
"Digital Marketing, Growth & Ethical Conversion",Email Marketing and Lifecycle Journeys,"Email marketing and lifecycle journeys cover welcome, onboarding, education, activation, retention, re-engagement, transactional, and preference-based communication.","Email Marketing, Lifecycle Marketing, Welcome Series, Onboarding, Re-Engagement, Preferences"
"Digital Marketing, Growth & Ethical Conversion",Email Deliverability and Sender Reputation,"Email deliverability and sender reputation explain permission, list hygiene, authentication, bounces, complaints, suppression, and respectful sending frequency.","Email Deliverability, Sender Reputation, SPF, DKIM, DMARC, List Hygiene"
"Digital Marketing, Growth & Ethical Conversion","CRM, Lead Scoring and Marketing Automation","CRM, lead scoring, and marketing automation connect user signals to useful follow-up while avoiding excessive profiling, irrelevant messages, and opaque decisions.","CRM, Lead Scoring, Marketing Automation, Segmentation, Triggers, Personalization"
"Digital Marketing, Growth & Ethical Conversion",Paid Search and Campaign Structure,"Paid search and campaign structure cover intent-based grouping, ad relevance, landing pages, budgets, bidding, negative keywords, and quality measurement.","Paid Search, Campaign Structure, Ad Relevance, Bidding, Budgets, Negative Keywords"
"Digital Marketing, Growth & Ethical Conversion",Paid Social and Creative Testing,"Paid social and creative testing cover audience hypotheses, formats, hooks, creative variants, frequency, placements, fatigue, and quality guardrails.","Paid Social, Creative Testing, Audience Hypotheses, Ad Fatigue, Frequency, Placements"
"Digital Marketing, Growth & Ethical Conversion",UTM Parameters and Campaign Taxonomy,"UTM parameters and campaign taxonomy create consistent source, medium, campaign, content, and term labels for reliable channel reporting.","UTM Parameters, Campaign Taxonomy, Source, Medium, Campaign, Channel Reporting"
"Digital Marketing, Growth & Ethical Conversion",Attribution Models and Incrementality,Attribution models and incrementality compare touchpoint credit with the harder question of what additional outcomes marketing actually caused.,"Attribution, Incrementality, Data-Driven Attribution, Lookback Window, Causal Measurement"
"Digital Marketing, Growth & Ethical Conversion",Marketing Analytics and Key Events,"Marketing analytics and key events connect tracked interactions to meaningful business actions while documenting event definitions, quality, privacy, and limitations.","Marketing Analytics, Key Events, Conversions, Event Tracking, Measurement Plan"
